,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
84,CHEMBL39337,0.44,nM,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.356547323513812,339.01195742,4,2,4.012200000000001,True
85,CHEMBL40734,0.44,nM,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.356547323513812,338.01670845200005,3,2,4.617200000000001,True
86,CHEMBL443523,0.45,nM,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,9.346787486224656,368.0272731360001,4,2,4.260400000000002,True
87,CHEMBL304271,0.45,nM,CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1,9.346787486224656,541.2004436880001,7,5,3.57442,True
88,CHEMBL162821,0.45,nM,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,9.346787486224656,265.13274548,5,2,3.118520000000001,True
89,CHEMBL3360609,0.47,nM,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.327902142064282,472.185903248,9,1,4.717300000000003,True
90,CHEMBL3818015,0.47,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,9.327902142064282,457.03856609199994,7,3,3.1914000000000007,True
91,CHEMBL539822,0.47,nM,Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,9.327902142064282,405.96545716400004,5,2,5.354600000000002,True
92,CHEMBL3355875,0.47,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],9.327902142064282,486.12185902,9,1,5.138400000000003,True
93,CHEMBL54088,0.48,nM,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,9.318758762624412,305.12766010000007,5,2,3.201320000000001,True
94,CHEMBL3360617,0.49,nM,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],9.309803919971486,498.06511518800005,9,1,4.718300000000004,True
95,CHEMBL2021576,0.49,nM,O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.309803919971486,428.01201699600006,6,3,2.9264,True
96,CHEMBL3355881,0.49,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.309803919971486,472.185903248,9,1,4.717300000000003,True
97,CHEMBL3355882,0.5,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.30102999566398,486.201553312,9,1,5.107400000000005,True
99,CHEMBL4071474,0.5,nM,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,9.30102999566398,586.25715004,7,1,4.667320000000004,True
100,CHEMBL203599,0.5,nM,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,9.30102999566398,467.1636642560001,7,2,3.1403000000000016,True
101,CHEMBL2347958,0.5,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,9.30102999566398,485.16299556,7,2,4.389900000000002,True
102,CHEMBL3758770,0.5,nM,COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.30102999566398,475.20419616800007,7,2,4.831400000000004,True
103,CHEMBL2021575,0.5,nM,O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.30102999566398,428.01201699600006,6,3,2.9264,True
105,CHEMBL3758582,0.5,nM,COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,9.30102999566398,475.20419616800007,7,2,4.831400000000004,True
106,CHEMBL3901296,0.51,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2,9.292429823902063,511.178645624,7,2,4.637500000000003,True
107,CHEMBL2031299,0.51,nM,O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.292429823902063,455.09568704400004,6,2,3.796700000000002,True
109,CHEMBL2031304,0.51,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1,9.292429823902063,471.18373100400004,6,2,5.379100000000005,True
110,CHEMBL126791,0.51,nM,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,9.292429823902063,423.0807056760001,7,2,4.229600000000001,True
113,CHEMBL49986,0.54,nM,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.267606240177033,369.022522104,5,2,3.655400000000002,True
115,CHEMBL3360611,0.54,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.267606240177033,474.16516780399996,10,1,3.5636000000000028,True
116,CHEMBL165547,0.56,nM,CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.2518119729938,403.0643869160001,7,3,2.3202999999999996,True
117,CHEMBL3355880,0.56,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1,9.2518119729938,458.170253184,9,1,4.327200000000003,True
119,CHEMBL3360610,0.57,nM,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.244125144327509,486.201553312,9,1,5.107400000000005,True
120,CHEMBL2029435,0.58,nM,C=CC(=O)Nc1cccc(N2C(=O)N(C3CC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.236572006437065,554.2753869480001,8,2,4.341200000000003,True
121,CHEMBL4282954,0.6,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,9.221848749616356,496.222288756,8,2,4.503700000000003,True
122,CHEMBL4105621,0.6,nM,C=CC(=O)Nc1cc(Cl)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.221848749616356,559.2098655000001,9,2,4.371020000000003,True
123,CHEMBL3891846,0.6,nM,C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCCCC4)cc3)cc12)c1ccccc1,9.221848749616356,441.252860612,6,2,5.960700000000005,True
124,CHEMBL378144,0.6,nM,C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.221848749616356,367.0068720400001,5,2,3.1026000000000016,True
125,CHEMBL127086,0.61,nM,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.214670164989233,387.033086788,6,3,3.4175000000000013,True
126,CHEMBL1204262,0.64,nM,CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl,9.193820026016112,471.021052528,5,1,5.197200000000003,True
127,CHEMBL3920583,0.65,nM,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.187086643357144,469.1429288120001,8,3,4.490200000000003,True
128,CHEMBL162622,0.65,nM,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,9.187086643357144,428.096021392,7,2,3.2750000000000012,True
129,CHEMBL3360607,0.65,nM,C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1,9.187086643357144,444.15460312,9,1,3.9371000000000027,True
130,CHEMBL3355878,0.66,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-],9.18045606445813,498.065115188,9,1,4.718300000000004,True
131,CHEMBL1204168,0.66,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl,9.18045606445813,395.00361649999996,5,1,4.574900000000003,True
132,CHEMBL3814257,0.662,nM,CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.1791420105603,330.06836690399996,4,2,4.124300000000002,True
133,CHEMBL3357636,0.67,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1,9.173925197299171,487.158659128,6,2,5.452300000000005,True
134,CHEMBL317925,0.67,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,9.173925197299171,389.0375034719999,6,1,4.161700000000003,True
135,CHEMBL2437462,0.677,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,9.169411331314857,482.2178720720001,9,2,2.7956000000000003,True
136,CHEMBL2031307,0.68,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.167491087293763,455.15243087600004,6,2,4.931480000000004,True
137,CHEMBL92937,0.69,nM,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.161150909262744,343.04325754800004,5,3,3.759800000000001,True
138,CHEMBL3957055,0.69,nM,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO,9.161150909262744,483.1585788760001,8,3,4.880300000000004,True
139,CHEMBL280757,0.69,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,9.161150909262744,386.01785132400005,4,2,4.399500000000002,True
140,CHEMBL3909201,0.7,nM,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1,9.154901959985745,446.09572452400005,6,1,4.0892000000000035,True
142,CHEMBL4279016,0.7,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,9.154901959985745,592.32742252,9,2,4.883300000000004,True
143,CHEMBL4287401,0.7,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1,9.154901959985745,540.248503504,9,2,4.3781000000000025,True
144,CHEMBL4293145,0.7,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1,9.154901959985745,497.206304344,8,2,4.834800000000003,True
145,CHEMBL4294211,0.7,nM,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1,9.154901959985745,579.295788044,9,2,4.968100000000004,True
146,CHEMBL4284071,0.71,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2Cl)c1,9.148741651280924,464.17275172,7,3,4.573900000000003,True
147,CHEMBL289213,0.72,nM,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.142667503568733,439.06438691600005,5,3,4.133600000000002,True
148,CHEMBL54091,0.72,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,9.142667503568733,387.0131002920001,5,2,3.794500000000002,True
149,CHEMBL339416,0.74,nM,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,9.130768280269024,458.10658607600004,7,2,3.6777000000000024,True
150,CHEMBL31373,0.75,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.1249387366083,342.068366904,4,2,4.290400000000002,True
151,CHEMBL28418,0.75,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,9.1249387366083,343.06361587200007,5,2,3.6854000000000013,True
152,CHEMBL53555,0.77,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.113509274827518,343.06361587200007,5,2,3.6854000000000013,True
153,CHEMBL3360602,0.77,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],9.113509274827518,472.106208956,9,1,4.748300000000003,True
154,CHEMBL3814882,0.772,nM,O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.112382699664265,468.12732152,5,3,4.743300000000003,True
157,CHEMBL162142,0.78,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,9.10790539730952,409.06505561200004,6,3,3.9086,True
158,CHEMBL53300,0.79,nM,Nc1ccc2ncncc2c1,9.102372908709558,145.063997224,3,1,1.212,True
160,CHEMBL36727,0.8,nM,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,9.096910013008056,352.03235851600004,4,1,4.627600000000002,True
163,CHEMBL4087740,0.8,nM,C=CC(=O)Nc1cc(F)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,9.096910013008056,543.2394160400002,9,2,3.856720000000003,True
164,CHEMBL1243345,0.8,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF,9.096910013008056,499.158659128,6,2,5.437280000000004,True
165,CHEMBL3814959,0.803,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,9.09528445472132,357.022522104,4,3,3.626500000000002,True
166,CHEMBL3360620,0.82,nM,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-],9.086186147616283,528.075679872,10,1,4.344800000000004,True
