"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL439850";"";"0";"400.39";"0";"4.88";"59";"Fc1ccc(Nc2nccc(-c3c(-c4ccccc4)nn4ncccc34)n2)cc1F";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL186890";"";"0";"357.20";"0";"4.24";"30";"Clc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1Cl";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"25.20";"0.51";"4.76";"13.24";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL186101";"";"0";"316.37";"0";"3.55";"37";"Cc1cc(C)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"26.94";"0.48";"4.97";"12.53";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL1086736";"";"0";"295.30";"0";"1.39";"54";"COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccccc1";"Ki";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"24.11";"0.44";"5.73";"8.09";"False";"CHEMBL1102103";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154953";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None"
"CHEMBL385733";"";"0";"423.47";"0";"1.27";"37";"COc1cccc(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"18.62";"0.37";"6.62";"6.18";"False";"CHEMBL908827";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137323";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL188303";"";"0";"370.34";"0";"4.26";"52";"Cc1ccc2c(-c3ccnc(Nc4ccc(C(F)(F)F)cc4)n3)cnn2n1";"Ki";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"18.15";"0.34";"2.46";"9.88";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL434337";"";"0";"360.38";"0";"3.01";"54";"Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"22.81";"0.42";"5.21";"9.51";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL189288";"";"0";"484.84";"1";"6.41";"66";"Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc(Cl)c(C(F)(F)F)c3)n2)cc1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL362155";"GW827102X";"0";"490.45";"1";"5.39";"80";"FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL362086";"";"0";"466.85";"1";"6.27";"83";"FC(F)(F)c1cccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)c1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL186116";"";"0";"394.44";"0";"4.61";"68";"COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL361894";"GW806290X";"0";"346.35";"0";"2.70";"27";"c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c2c1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"23.74";"0.43";"5.52";"9.51";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL189459";"GW833373X";"0";"396.43";"1";"5.04";"98";"Cc1ccc2c(-c3ccnc(Nc4ccccc4)n3)c(-c3ccc(F)cc3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL210032";"";"0";"252.28";"0";"2.16";"24";"CC(=O)Nc1cc(N)c(C#N)c(-c2ccccc2)n1";"Ki";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"23.33";"0.42";"3.73";"6.41";"False";"CHEMBL860196";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL1084969";"";"0";"409.52";"0";"2.90";"21";"CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1";"Ki";"'='";"522.0";"nM";"6.28";"";"";"UO_0000065";"15.34";"0.30";"3.38";"6.27";"False";"CHEMBL1119481";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155519";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL298445";"";"0";"328.36";"0";"3.14";"9";"Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.49";"0.52";"5.56";"7.26";"True";"CHEMBL1119481";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155519";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL570111";"";"0";"502.02";"2";"5.52";"11i";"Cc1cnc(Nc2cccc3c2CCCC3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1";"Ki";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"13.15";"0.25";"1.08";"6.41";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL189352";"";"0";"343.35";"0";"2.81";"44";"COc1ccc2c(-c3ccnc(Nc4ccc(C#N)cc4)n3)cnn2n1";"Ki";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"18.35";"0.33";"3.49";"6.24";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL365245";"";"0";"316.77";"0";"4.62";"8k";"Cc1[nH]c(Cl)c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1";"Ki";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"20.34";"0.40";"1.82";"12.02";"False";"CHEMBL828229";"Inhibition of Cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137157";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None"
"CHEMBL186195";"";"0";"482.42";"1";"6.20";"93";"Cc1ccc2c(-c3ccnc(Nc4ccc(F)c(F)c4)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1";"Ki";"'>'";"19950.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL378627";"";"0";"448.50";"0";"1.92";"18b";"COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1";"Ki";"'>'";"8600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL860196";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL364370";"";"0";"324.29";"0";"3.21";"28";"Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"26.82";"0.50";"5.49";"12.79";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL187750";"";"0";"372.31";"0";"3.65";"38";"Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1";"Ki";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"21.75";"0.41";"4.45";"9.18";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL471727";"";"0";"340.45";"0";"3.80";"27";"Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(CCO)s3)n2)c1";"Ki";"'>'";"2270.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL945310";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152268";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL471819";"";"0";"268.35";"0";"3.65";"21";"Cc1cccc(Nc2nccc(-c3nccs3)n2)c1";"Ki";"'='";"2452.0";"nM";"5.61";"";"";"UO_0000065";"20.91";"0.40";"1.96";"11.07";"False";"CHEMBL945310";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152268";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL569869";"";"0";"431.47";"0";"4.13";"10b";"Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(F)c2)c1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL571030";"";"0";"481.48";"1";"5.01";"9e";"Cc1cnc(Nc2ccccc2C(F)(F)F)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2ccccc2)c1";"Ki";"'>'";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL572361";"";"0";"441.54";"0";"4.55";"9c";"CCc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)N[C@H](CO)c3ccccc3)c2)n1";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"15.12";"0.28";"2.13";"6.49";"False";"CHEMBL1044905";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154622";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL186680";"";"0";"400.36";"0";"4.27";"53";"COc1cc(Nc2nccc(-c3cnn4nc(C)ccc34)n2)cc(C(F)(F)F)c1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"19.23";"0.36";"3.43";"9.97";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL1965351";"";"0";"418.50";"0";"3.08";"SID103905497";"Cc1cccc(C=NNc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL189617";"";"0";"504.47";"2";"5.70";"95";"Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)c(-c3cccc(C(F)(F)F)c3)nn2n1";"Ki";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"10.51";"0.20";"-0.40";"6.13";"False";"CHEMBL827377";"Binding affinity for human cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138749";"1";"Scientific Literature";"J. Med. Chem.";"2004";"None"
"CHEMBL578061";"";"0";"262.32";"0";"3.96";"SID103904611";"c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1";"Ki";"'='";"5011.87";"nM";"5.30";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL362558";"LY-2090314";"2";"512.55";"1";"3.42";"SID103905564";"O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2";"Ki";"'='";"251.19";"nM";"6.60";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL437747";"";"0";"513.52";"2";"6.94";"SID103905437";"CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1";"Ki";"'='";"630.96";"nM";"6.20";"";"active";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
"CHEMBL1988995";"";"0";"380.36";"0";"4.10";"SID103905070";"CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12";"Ki";"'>'";"7943.28";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"False";"CHEMBL1963723";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: CDK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None"
