,ChEMBL_ID,smiles,pIC50
19,CHEMBL127041,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.619788758288394
20,CHEMBL2031303,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.568636235841012
21,CHEMBL2031298,Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCCCC4)cc23)c1,9.568636235841012
22,CHEMBL355816,OC(=O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.55284196865778
23,CHEMBL2031297,CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.55284196865778
24,CHEMBL426580,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,9.537602002101043
25,CHEMBL2031305,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4,9.537602002101043
26,CHEMBL3623290,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N4CCN(C)C[C@H]4C,9.522878745280336
27,CHEMBL366580,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,9.468521082957745
28,CHEMBL603266,Brc1cccc(Nc2ncnc3ccc(NC(=O)CN4SC=CC4=O)cc23)c1,9.443697499232712
29,CHEMBL39320,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,9.431798275933003
30,CHEMBL599863,Brc1cccc(Nc2ncnc3ccc(NC(=O)CNC(=O)Oc4ccccc4)cc23)c1,9.431798275933003
31,CHEMBL2447950,Cl.CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC,9.42021640338319
32,CHEMBL3759317,COc1cc(cc(OC)c1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C,9.397940008672037
33,CHEMBL3901622,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN(C)C)cc3)c4ccccc4,9.397940008672037
34,CHEMBL3674150,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4F)C(=O)NN5CCN(C)CC5)nc13,9.397940008672037
35,CHEMBL3678946,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)C(=O)NC5CCN(C)CC5)nc13,9.397940008672037
36,CHEMBL1204199,Cl.CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,9.387216143280265
37,CHEMBL188762,CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.366531544420411
38,CHEMBL351629,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.356547323513812
39,CHEMBL40734,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,9.356547323513812
40,CHEMBL39337,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,9.356547323513812
41,CHEMBL162821,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1,9.346787486224656
42,CHEMBL3818015,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]4COC(=O)N4,9.327902142064282
43,CHEMBL3758582,COc1ccc(cc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C,9.30102999566398
44,CHEMBL3758770,COc1cc(ccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C,9.30102999566398
45,CHEMBL2031299,Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCOCC4)cc23)c1,9.292429823902065
46,CHEMBL2031304,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCCCC4,9.292429823902065
47,CHEMBL165547,CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.251811972993801
48,CHEMBL3891846,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN4CCCCC4)cc3)c5ccccc5,9.221848749616356
49,CHEMBL127086,OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.214670164989233
50,CHEMBL162622,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,9.187086643357144
51,CHEMBL1204168,Cl.COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,9.18045606445813
52,CHEMBL3814257,CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.1791420105603
53,CHEMBL317925,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,9.173925197299171
54,CHEMBL2031307,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.167491087293763
55,CHEMBL289213,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,9.142667503568733
56,CHEMBL3814882,Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)c1,9.112382699664265
57,CHEMBL162142,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,9.10790539730952
58,CHEMBL36727,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,9.096910013008056
59,CHEMBL3814959,NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,9.095284454721321
60,CHEMBL3814211,NC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,9.068542129310996
61,CHEMBL3759369,C[C@@H](Nc1ncnc2sc(cc12)c3cccc(c3)C(=O)NCCN(C)C)c4ccccc4,9.045757490560677
62,CHEMBL3759199,COc1cccc(OC)c1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2,9.045757490560677
63,CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,9.040958607678906
64,CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.036212172654443
65,CHEMBL165630,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.031517051446064
66,CHEMBL328106,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,9.017728766960431
67,CHEMBL3416592,COc1ccccc1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2,9.0
68,CHEMBL310853,N(c1ccc2[nH]ccc2c1)c3ccnc4cc(sc34)c5cccs5,9.0
69,CHEMBL431977,NC(=O)C1CCN(Cc2ccc(cc2)c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3)CC1,9.0
70,CHEMBL79215,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5cccc5)Nc6ccccc6,9.0
71,CHEMBL30432,CN(C)c1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1,9.0
72,CHEMBL76751,N(c1ccc2[nH]ccc2c1)c3ncnc4cc(sc34)c5cccs5,9.0
73,CHEMBL121954,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,9.0
74,CHEMBL308498,CC(C)(CO)NCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2,9.0
75,CHEMBL312753,OCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2,9.0
76,CHEMBL415738,Cc1cccc(Nc2cc(NCCO)ncn2)c1,9.0
77,CHEMBL3678952,COc1cccc(Nc2nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc3n2C(C)C)c1,9.0
78,CHEMBL3674148,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc3cnc(Nc4ccc(cc4)C(=O)NN5CCN(C)CC5)nc13,9.0
79,CHEMBL271705,Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc5ccccn5,9.0
80,CHEMBL3674152,COc1cc(ccc1Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)C(=O)NN5CCN(C)CC5,9.0
81,CHEMBL213007,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,9.0
82,CHEMBL2031296,CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.995678626217357
83,CHEMBL3818547,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]4COC(=O)N4,8.97469413473523
84,CHEMBL3814956,Fc1ccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)cc1Cl,8.97469413473523
85,CHEMBL358934,CCO.CNc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,8.958607314841776
86,CHEMBL165788,CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1,8.958607314841776
87,CHEMBL3960853,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(NCCN4CCOCC4)cc3)c5ccccc5,8.958607314841776
88,CHEMBL162034,CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.958607314841776
89,CHEMBL3915455,CCC(=O)N1CC[C@@H](C1)Oc2nc(Nc3ccc(cc3)N4CCN(C)CC4)c(nc2CC)C(=O)N,8.920818753952375
90,CHEMBL153206,COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,8.920818753952375
91,CHEMBL162223,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,8.920818753952375
92,CHEMBL153525,Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,8.906578314837763
93,CHEMBL2441568,Fc1ccc(Nc2ncnc3cc4OCCNc4cc23)cc1Cl,8.88941028970075
94,CHEMBL161895,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1,8.886056647693161
95,CHEMBL176891,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.87942606879415
96,CHEMBL127082,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,8.853871964321762
97,CHEMBL3814320,Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)c1,8.844663962534938
98,CHEMBL165731,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,8.823908740944319
99,CHEMBL3759480,COc1cc(ccc1c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2)C(=O)N,8.823908740944319
100,CHEMBL3759359,COc1c(CO)cccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.823908740944319
101,CHEMBL165508,Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,8.823908740944319
102,CHEMBL338175,OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.823908740944319
103,CHEMBL3919609,C[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4,8.823908740944319
104,CHEMBL416611,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,8.795880017344075
105,CHEMBL166255,CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.769551078621726
106,CHEMBL1089524,CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1,8.769551078621726
107,CHEMBL356850,Brc1cccc(Nc2ncnc3c4ccccc4sc23)c1,8.744727494896694
108,CHEMBL2048903,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c12,8.721246399047171
109,CHEMBL3818062,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@H]4NC(=O)O[C@@H]4C,8.703334809738468
110,CHEMBL3758351,COc1cc(CO)ccc1c2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2,8.698970004336019
111,CHEMBL126192,CCOc1cc2ncnc(Nc3cccc(c3)c4nccs4)c2cc1OCC,8.698970004336019
112,CHEMBL3040861,C1Oc2cc3ncnc(Nc4cccc(c4)c5ccccc5)c3cc2O1,8.698970004336019
113,CHEMBL3928512,C[C@@H](Nc1ncnc2oc(cc12)c3ccccc3O)c4ccccc4,8.698970004336019
114,CHEMBL3759961,COc1cccc(OC)c1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.698970004336019
115,CHEMBL2087358,Clc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1,8.698970004336019
116,CHEMBL3758800,C[C@@H](Nc1ncnc2sc(cc12)c3ccc(cc3)C(=O)NCCN(C)C)c4ccccc4,8.698970004336019
117,CHEMBL3758376,CN(C)CCNC(=O)c1ccc(cc1)c2cc3c(N[C@H](CO)c4ccccc4)ncnc3s2,8.698970004336019
118,CHEMBL3758278,COc1cc(ccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)N,8.698970004336019
119,CHEMBL587723,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,8.698970004336019
120,CHEMBL3806248,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c4OCCOc14,8.698970004336019
121,CHEMBL250132,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,8.698970004336019
122,CHEMBL2087360,Fc1ccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)cc1Cl,8.698970004336019
123,CHEMBL213874,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC4CCN(C)CC4,8.698970004336019
124,CHEMBL3930316,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.698970004336019
125,CHEMBL214798,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(C)CC4,8.698970004336019
126,CHEMBL387265,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,8.698970004336019
127,CHEMBL2419760,Cl.C1Oc2cc3ncnc(Nc4cccc(c4)c5ccccc5)c3cc2O1,8.698970004336019
128,CHEMBL3961553,OC[C@@H](Nc1ncnc2oc(cc12)c3ccc(O)cc3)c4ccccc4,8.698970004336019
129,CHEMBL218677,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,8.698970004336019
130,CHEMBL2031309,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4,8.694648630553376
131,CHEMBL2031308,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCCCC4,8.655607726314889
132,CHEMBL53299,COc1ccc(CNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)cc1,8.638272163982407
133,CHEMBL139095,Brc1cccc(Nc2ncnc3cnc(NS(=O)(=O)C=C)cc23)c1,8.619788758288394
134,CHEMBL53062,COc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.585026652029184
135,CHEMBL287007,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.585026652029184
136,CHEMBL341319,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.585026652029184
137,CHEMBL136511,Brc1cccc(Nc2ncnc3ccc(NS(=O)(=O)C=C)cc23)c1,8.568636235841014
138,CHEMBL3952157,COc1ccc(cc1)c2oc3ncnc(N[C@H](CO)c4ccccc4)c3c2,8.568636235841014
139,CHEMBL2048795,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5CC(=O)Nc45)c(Cl)c3)c12,8.55284196865778
140,CHEMBL163188,CN(C)c1cc2c(Nc3cccc(C)c3)ncnc2cn1,8.55284196865778
141,CHEMBL2048906,CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c12,8.537602002101043
142,CHEMBL3815161,Fc1ccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)cc1Cl,8.534617148551582
143,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,8.528708288941061
144,CHEMBL3828269,Cn1cc(cn1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,8.527243550682787
145,CHEMBL215786,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC4CCN(C)CC4,8.522878745280337
146,CHEMBL250130,C[C@H](COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)N(C)C(=O)CO,8.522878745280337
147,CHEMBL3759986,OC[C@@H](Nc1ncnc2sc(cc12)c3cccc(CO)c3)c4ccccc4,8.522878745280337
148,CHEMBL79206,CN(CCO)Cc1ccc(cc1)c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2,8.522878745280337
149,CHEMBL2178349,CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C)c4n3)cc2,8.522878745280337
150,CHEMBL2048796,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5NC(=O)Cc45)c(Cl)c3)c12,8.522878745280337
151,CHEMBL473428,OCc1oc(cc1)c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,8.522878745280337
152,CHEMBL125086,CCOc1cc2ncnc(Nc3cccc(c3)c4occc4)c2cc1OCC,8.522878745280337
153,CHEMBL258270,CC(=O)N1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.522878745280337
154,CHEMBL258940,CN1CCC(CC1)Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2,8.522878745280337
155,CHEMBL3633929,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,8.522878745280337
156,CHEMBL214857,COCCN1CCC(CC1)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,8.522878745280337
157,CHEMBL3759725,COc1c(cccc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)C(=O)NCCN(C)C,8.522878745280337
158,CHEMBL203725,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23,8.522878745280337
159,CHEMBL165495,Cc1cccc(Nc2ncnc3cnc(N)cc23)c1,8.508638306165727
160,CHEMBL53156,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.508638306165727
161,CHEMBL2048797,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c12,8.508638306165727
162,CHEMBL128987,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,8.494850021680094
163,CHEMBL340700,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.494850021680094
164,CHEMBL127611,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.494850021680094
165,CHEMBL1914461,Br.Oc1ccc(cc1)c2cc3c(NCc4ccccc4)ncnc3[nH]2,8.481486060122112
166,CHEMBL105053,C[C@@H](Nc1[nH]cnc2nc(cc12)c3ccccc3)c4ccccc4,8.481486060122112
167,CHEMBL3403517,COc1ccc2N(CCCc2c1)c3nc(C)nc4oc(C)cc34,8.468521082957745
168,CHEMBL39715,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.468521082957745
169,CHEMBL36164,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.455931955649724
170,CHEMBL3805859,CCOc1cc2ncnc(Nc3ccc(C)cc3)c2c4OCCOc14,8.443697499232712
171,CHEMBL1914653,Br.C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4,8.431798275933005
172,CHEMBL38199,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN5CCOCC5)cc23)c1,8.431798275933005
173,CHEMBL40130,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN5CCOCC5)cc23)c1,8.431798275933005
174,CHEMBL94431,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,8.42021640338319
175,CHEMBL1914654,Br.C[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccc(F)cc4,8.42021640338319
176,CHEMBL3892567,OC[C@@H](Nc1ncnc2oc(cc12)c3ccccc3)c4ccccc4,8.4089353929735
177,CHEMBL3814846,CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,8.402304814074487
178,CHEMBL250923,COc1cc2ncnc(\C=C\CCc3ccccc3)c2cc1OC,8.397940008672037
179,CHEMBL3961961,COc1ccc(cc1)c2oc3ncnc(N[C@H](CCO)c4ccccc4)c3c2,8.397940008672037
180,CHEMBL3947406,COc1ccccc1c2oc3ncnc(N[C@H](C)c4ccccc4)c3c2,8.397940008672037
181,CHEMBL1914665,Br.CC[C@@H](Nc1ncnc2[nH]c(cc12)c3ccc(O)cc3)c4ccccc4,8.397940008672037
182,CHEMBL78018,NCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2,8.397940008672037
183,CHEMBL470219,Fc1ccc(Nc2ncnc3nc(Nc4ccc(CN5CCCC5)cc4)sc23)cc1Cl,8.397940008672037
184,CHEMBL3678949,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.397940008672037
185,CHEMBL3674151,CC(C)n1c(Nc2ccc(F)c(Cl)c2)nc3cnc(Nc4ccc(cc4F)C(=O)NN5CCN(C)CC5)nc13,8.397940008672037
186,CHEMBL50344,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.397940008672037
187,CHEMBL295961,CNc1ccc2cncnc2c1,8.397940008672037
188,CHEMBL3633774,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c2c1,8.397940008672037
189,CHEMBL92812,CNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.397940008672037
190,CHEMBL545541,Cl.COc1cc2ncnc(NCc3ccccc3)c2cc1OC,8.397940008672037
191,CHEMBL3760071,COC(=O)c1cc(OC)c(c(OC)c1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.397940008672037
192,CHEMBL209343,CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,8.397940008672037
193,CHEMBL2048905,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c12,8.387216143280265
194,CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,8.387216143280265
195,CHEMBL3915508,N#Cc1ccc(Nc2nncc3ccccc23)cc1,8.387216143280265
196,CHEMBL50519,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.366531544420411
197,CHEMBL3805774,CCOc1cc2ncnc(Nc3cccc(OC)c3)c2c4OCCOc14,8.356547323513812
198,CHEMBL3906533,CCOC(=O)c1ccc(Nc2nncc3ccccc23)cc1,8.356547323513812
199,CHEMBL3956112,C[C@@H](Nc1ncnc2oc(cc12)c3cccc(O)c3)c4ccccc4,8.337242168318426
200,CHEMBL433520,CCN(CC)CC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.337242168318426
201,CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.327902142064282
202,CHEMBL1914667,COc1ccc(cc1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2,8.327902142064282
203,CHEMBL36967,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.318758762624412
204,CHEMBL129579,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.318758762624412
205,CHEMBL312818,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5ccnc5)Cc6ccccc6,8.301029995663981
206,CHEMBL197640,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23,8.301029995663981
207,CHEMBL3416625,COc1ccccc1c2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2,8.301029995663981
208,CHEMBL2178351,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.301029995663981
209,CHEMBL3759022,COc1cc(CO)ccc1c2cc3c(NCc4ccccc4)ncnc3s2,8.301029995663981
210,CHEMBL77782,CN(C)CCc1ccc(cc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2,8.301029995663981
211,CHEMBL3758939,C[C@@H](Nc1ncnc2sc(cc12)c3cccc(c3)C(=O)N)c4ccccc4,8.301029995663981
212,CHEMBL310827,Cc1c[nH]c2ccc(Nc3ncnc4cc(sc34)c5ccccc5)cc12,8.301029995663981
213,CHEMBL399371,CCOc1cc2ncnc(\C=C\CCc3ccccc3)c2cc1OCC,8.301029995663981
214,CHEMBL2087356,Brc1cccc(Nc2ncnc3cc4OCCOCOCOCCOc4cc23)c1,8.301029995663981
215,CHEMBL2087355,Brc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1,8.301029995663981
216,CHEMBL3759929,COc1ccc(CO)cc1c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.301029995663981
217,CHEMBL3758868,COc1ccc(c(OC)c1)c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2,8.301029995663981
218,CHEMBL56802,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,8.301029995663981
